'class','V1','V2','V3','V4','V5','V6','V7','V8','V9','V10','V11','V12','V13','V14','V15','V16','V17','V18','V19','V20','V21','V22'
"1",103,1986,4,?,19,70,"172254477029527968","195989125409701600","203037389341451296","226571609681367232","244977795434229536","262515188385918432","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",389,171,"NaN"
"1",103,1986,4,?,8,26,"172254477029527968","195989125409701600","203037389341451296","226571609681367232","244977795434229536","262515188385918432","272353944632959808","294355554689639424","322817322149739584","330843234068677696","358118711995039424","376133110504521408","394147509014003392",389,161,"NaN"
"1",103,?,?,?,14,15,"162262309087719168","195989125409701600","NaN","NaN","249966865899094720","268774126621293632","287904299582063136","297527031412047552","322817322149739584","342264682002555904","348398750218085376","376133110504521408","384427547237049344",329,515,"NaN"
"1",104,1970,26,1,35,38,"170832428924275104","195989125409701600","211573940107810144","230691027820223776","244371241460859776","269905661753681856","279437087237855968","304075516466593472","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",347,206,"NaN"
"1",104,1980,24,1,18,30,"164173575036726880","195989125409701600","201671471089586720","230916462658817280","246273830535844160","256011152587629600","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",372,171,"NaN"
"1",104,1980,24,1,19,23,"164173575036726880","195989125409701600","201671471089586720","230916462658817280","246273830535844160","256011152587629600","283434613164984288","304075516466593472","322817322149739584","330843234068677696","358118711995039424","376133110504521408","394147509014003392",372,161,"NaN"
"1",104,1980,24,1,43,61,"164173575036726880","195989125409701600","201671471089586720","230916462658817280","246273830535844160","256011152587629600","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",372,171,"NaN"
"1",104,1980,24,1,67,70,"164173575036726880","195989125409701600","201671471089586720","230916462658817280","246273830535844160","256011152587629600","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",372,171,"NaN"
"1",104,1980,25,?,20,26,"174014398552280448","195989125409701600","210926681286080480","227626990570650784","238301249925067680","264969876814526432","283434613164984288","304075516466593472","322817322149739584","330843234068677696","358118711995039424","376133110504521408","394147509014003392",373,161,"NaN"
"1",104,1980,25,?,26,31,"174014398552280448","195989125409701600","210926681286080480","227626990570650784","238301249925067680","264969876814526432","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",373,171,"NaN"
"1",104,1980,25,?,5,70,"174014398552280448","195989125409701600","210926681286080480","227626990570650784","238301249925067680","264969876814526432","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",373,171,"NaN"
"1",105,1980,23,?,18,38,"164922817643939968","195989125409701600","206196846374803616","222361119302655456","249966865899094720","259356558850807488","283434613164984288","304075516466593472","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",280,206,"NaN"
"1",105,1986,30,1,14,38,"166662811593873344","195989125409701600","211471592453492512","225812171737978336","246273830535844160","253570728036851328","272353944632959808","294355554689639424","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",341,206,"NaN"
"1",105,1986,8,2,0,14,"178922567418616128","195989125409701600","213421358903035904","231084986815886944","250707313651938016","258104509578837280","272353944632959808","294355554689639424","322817322149739584","342264682002555904","348398750218085376","376133110504521408","384427547237049344",375,515,"NaN"
"1",105,1986,8,2,11,23,"178922567418616128","195989125409701600","213421358903035904","231084986815886944","250707313651938016","258104509578837280","272353944632959808","294355554689639424","322817322149739584","330843234068677696","358118711995039424","376133110504521408","394147509014003392",375,161,"NaN"
"1",106,1980,10,1,13,41,"166678221329541792","195989125409701600","201330172514624128","222759444247767744","244830763412166368","262315955884917184","283434613164984288","304075516466593472","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",374,206,"NaN"
"1",106,1980,31,1,0,19,"163804349838264704","195989125409701600","206123012476342880","232916359109652672","240191653185425376","257248281927519936","283434613164984288","304075516466593472","322817322149739584","342264682002555904","348398750218085376","376133110504521408","384427547237049344",265,515,"NaN"
"1",106,1980,9,?,39,70,"170313638845555872","195989125409701600","205943760128629184","227011632931166176","240191653185425376","268856150826449216","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",372,171,"NaN"
"1",106,1986,11,1,14,70,"165009566427482496","195989125409701600","211972810013591840","218705447237169376","244371241460859776","261874282139284992","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
"1",106,1986,11,1,44,61,"165009566427482496","195989125409701600","211972810013591840","218705447237169376","244371241460859776","261874282139284992","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
"1",106,?,19,?,1,13,"176577474283652128","195989125409701600","200880599668047392","231371711613676064","244371241460859776","268774126621293632","287904299582063136","297527031412047552","322817322149739584","342264682002555904","348398750218085376","376133110504521408","384427547237049344",362,515,"NaN"
"1",107,1970,10,1,35,38,"170673053186749536","195989125409701600","208967386808714176","221811790509752736","244830763412166368","253636737554607712","279437087237855968","304075516466593472","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",302,206,"NaN"
"1",107,1970,13,?,10,13,"169998182775808640","195989125409701600","212070925406674176","217209471589965120","244977795434229536","268466289211675424","279437087237855968","304075516466593472","322817322149739584","338396231123685888","344177108331154112","366413148727567360","384427547237049344",332,65,"NaN"
"1",107,1970,13,?,13,24,"169998182775808640","195989125409701600","212070925406674176","217209471589965120","244977795434229536","268466289211675424","279437087237855968","304075516466593472","322817322149739584","340899173332862144","348398750218085376","366413148727567360","384427547237049344",332,20,"NaN"
"1",107,1980,2,?,0,44,"169443342817909824","195989125409701600","203444403658685184","219291826184106048","240191653185425376","261412400237575936","283434613164984288","304075516466593472","322817322149739584","338080052922725632","348398750218085376","376133110504521408","394147509014003392",325,299,"407107382019567424"
"1",107,1980,2,?,21,22,"169443342817909824","195989125409701600","203444403658685184","219291826184106048","240191653185425376","261412400237575936","283434613164984288","304075516466593472","322817322149739584","325527819293806784","358118711995039424","366413148727567360","384427547237049344",325,23,"NaN"
"1",107,1980,2,?,3,13,"169443342817909824","195989125409701600","203444403658685184","219291826184106048","240191653185425376","261412400237575936","283434613164984288","304075516466593472","322817322149739584","338396231123685888","344177108331154112","366413148727567360","384427547237049344",325,65,"NaN"
"1",107,1980,2,?,6,24,"169443342817909824","195989125409701600","203444403658685184","219291826184106048","240191653185425376","261412400237575936","283434613164984288","304075516466593472","322817322149739584","340899173332862144","348398750218085376","366413148727567360","384427547237049344",325,20,"NaN"
"1",107,1980,3,1,8,30,"177108069203275936","195989125409701600","210240930922321504","229394166981251872","244830763412166368","260052618058492896","273397656627163296","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",394,171,"NaN"
"1",108,1980,10,?,14,41,"173268854889824288","195989125409701600","201218323554757728","227648135627192256","244371241460859776","266568240878061216","283434613164984288","304075516466593472","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",284,206,"NaN"
"1",108,1980,29,1,34,38,"173132847224873888","195989125409701600","202875688349570592","233492205613086944","238301249925067680","261270129019320224","276645962474267488","294355554689639424","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",358,206,"NaN"
"1",108,1980,5,?,17,30,"174977227956609696","195989125409701600","204532754171850112","232568472873912608","244977795434229536","255913802445520832","273397656627163296","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",380,171,"NaN"
"1",108,1986,9,?,19,22,"162492058146413280","195989125409701600","205736169204437408","220208770349343008","240191653185425376","259438385904000288","272353944632959808","294355554689639424","322817322149739584","325527819293806784","358118711995039424","366413148727567360","384427547237049344",386,23,"NaN"
"1",108,1986,9,?,20,25,"162492058146413280","195989125409701600","205736169204437408","220208770349343008","240191653185425376","259438385904000288","272353944632959808","294355554689639424","322817322149739584","331494091256860096","358118711995039424","366413148727567360","384427547237049344",386,31,"NaN"
"1",108,1986,9,?,46,70,"162492058146413280","195989125409701600","205736169204437408","220208770349343008","240191653185425376","259438385904000288","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",386,171,"NaN"
"1",108,1986,9,?,4,6,"162492058146413280","195989125409701600","205736169204437408","220208770349343008","240191653185425376","259438385904000288","272353944632959808","294355554689639424","322817322149739584","338396231123685888","344177108331154112","366413148727567360","384427547237049344",386,65,"NaN"
"1",108,1986,9,?,9,24,"162492058146413280","195989125409701600","205736169204437408","220208770349343008","240191653185425376","259438385904000288","272353944632959808","294355554689639424","322817322149739584","340899173332862144","348398750218085376","366413148727567360","384427547237049344",386,20,"NaN"
"1",109,1970,11,?,5,24,"177741633754525472","195989125409701600","205150493875097760","224883386027858080","246273830535844160","256006037886024192","279437087237855968","304075516466593472","322817322149739584","340899173332862144","348398750218085376","366413148727567360","384427547237049344",358,20,"NaN"
"1",109,1986,7,?,0,30,"173044343709446112","195989125409701600","198812567322473312","229114592534672928","244977795434229536","268633131430380960","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
"1",109,1986,7,?,9,31,"173044343709446112","195989125409701600","198812567322473312","229114592534672928","244977795434229536","268633131430380960","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
"1",109,1986,9,?,21,23,"175527088571034240","195989125409701600","204532754171850112","232304548142644032","240191653185425376","261401215316699680","272353944632959808","294355554689639424","322817322149739584","330843234068677696","358118711995039424","376133110504521408","394147509014003392",375,161,"NaN"
"1",110,1970,15,1,10,26,"178082740221176576","195989125409701600","213547572019378784","225816320745411840","244830763412166368","263275082200479904","279437087237855968","304075516466593472","322817322149739584","336357838630046912","348398750218085376","366413148727567360","384427547237049344",359,31,"NaN"
"1",110,1980,38,?,63,70,"163625791438619968","195989125409701600","209766805499684352","219157968213858688","238301249925067680","260077086151514176","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",370,171,"NaN"
"1",110,1980,7,?,0,25,"180000287186689824","195989125409701600","199807709617368800","226095030338504224","240191653185425376","268962923456804064","283434613164984288","304075516466593472","322817322149739584","331494091256860096","358118711995039424","366413148727567360","384427547237049344",373,31,"NaN"
"1",110,1980,7,?,10,25,"180000287186689824","195989125409701600","199807709617368800","226095030338504224","240191653185425376","268962923456804064","283434613164984288","304075516466593472","322817322149739584","324805274656848896","358118711995039424","376133110504521408","384427547237049344",373,9,"NaN"
"1",110,1980,7,?,11,23,"180000287186689824","195989125409701600","199807709617368800","226095030338504224","240191653185425376","268962923456804064","283434613164984288","304075516466593472","322817322149739584","339348006141803712","358118711995039424","366413148727567360","384427547237049344",373,35,"NaN"
"1",110,1980,7,?,13,26,"180000287186689824","195989125409701600","199807709617368800","226095030338504224","240191653185425376","268962923456804064","283434613164984288","304075516466593472","322817322149739584","325527819293806784","358118711995039424","366413148727567360","384427547237049344",373,23,"NaN"
"1",110,1980,7,?,16,17,"180000287186689824","195989125409701600","199807709617368800","226095030338504224","240191653185425376","268962923456804064","283434613164984288","304075516466593472","322817322149739584","328598610927008384","358118711995039424","366413148727567360","384427547237049344",373,206,"NaN"
"1",110,1980,7,?,43,70,"180000287186689824","195989125409701600","199807709617368800","226095030338504224","240191653185425376","268962923456804064","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",373,171,"NaN"
"1",110,1980,7,?,4,12,"180000287186689824","195989125409701600","199807709617368800","226095030338504224","240191653185425376","268962923456804064","283434613164984288","304075516466593472","322817322149739584","338902490352180544","358118711995039424","366413148727567360","384427547237049344",373,21,"NaN"
"1",110,1980,7,?,4,20,"180000287186689824","195989125409701600","199807709617368800","226095030338504224","240191653185425376","268962923456804064","283434613164984288","304075516466593472","322817322149739584","340567564822133568","348398750218085376","366413148727567360","384427547237049344",373,306,"NaN"
"1",110,1980,7,?,8,13,"180000287186689824","195989125409701600","199807709617368800","226095030338504224","240191653185425376","268962923456804064","283434613164984288","304075516466593472","322817322149739584","338396231123685888","344177108331154112","366413148727567360","384427547237049344",373,65,"NaN"
"1",110,1980,7,?,9,22,"180000287186689824","195989125409701600","199807709617368800","226095030338504224","240191653185425376","268962923456804064","283434613164984288","304075516466593472","322817322149739584","327176087494381184","358118711995039424","376133110504521408","394147509014003392",373,108,"NaN"
"1",111,1980,14,1,38,70,"172301803537777376","195989125409701600","215603641925508480","217650948007483680","239804817681081632","261503572516840384","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",396,171,"NaN"
"1",111,1980,32,?,10,30,"172577603507114784","195989125409701600","199636549498001696","229889665150413888","243408290218892000","255981180617041024","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",367,171,"NaN"
"1",111,1980,32,?,8,61,"172577603507114784","195989125409701600","199636549498001696","229889665150413888","243408290218892000","255981180617041024","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",367,171,"NaN"
"1",111,1986,14,?,18,23,"169101557203977024","195989125409701600","199692493954118560","229252986460851680","239804817681081632","252744455479996864","272353944632959808","294355554689639424","322817322149739584","330843234068677696","358118711995039424","376133110504521408","394147509014003392",369,161,"NaN"
"1",111,1986,14,?,54,70,"169101557203977024","195989125409701600","199692493954118560","229252986460851680","239804817681081632","252744455479996864","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
"1",112,1980,13,1,21,61,"169374304033944192","195989125409701600","214425554893083200","219357572773494816","243408290218892000","252711060007868480","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",397,171,"NaN"
"1",112,1980,13,1,22,25,"169374304033944192","195989125409701600","214425554893083200","219357572773494816","243408290218892000","252711060007868480","283434613164984288","304075516466593472","322817322149739584","330843234068677696","358118711995039424","376133110504521408","394147509014003392",397,161,"NaN"
"1",112,1986,6,?,15,68,"172399662723659264","195989125409701600","204185888278389024","231915128739839648","244977795434229536","258868367249864064","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",389,171,"NaN"
"1",112,1986,6,?,47,61,"172399662723659264","195989125409701600","204185888278389024","231915128739839648","244977795434229536","258868367249864064","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",389,171,"NaN"
"1",112,1986,6,?,6,23,"172399662723659264","195989125409701600","204185888278389024","231915128739839648","244977795434229536","258868367249864064","272353944632959808","294355554689639424","322817322149739584","330843234068677696","358118711995039424","376133110504521408","394147509014003392",389,161,"NaN"
"1",114,1970,2,?,28,30,"164759999707743872","195989125409701600","201978124600038240","218156167467720992","237368859608199328","252476195767252448","279437087237855968","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",386,171,"NaN"
"1",114,1970,2,?,29,61,"164759999707743872","195989125409701600","201978124600038240","218156167467720992","237368859608199328","252476195767252448","279437087237855968","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",386,171,"NaN"
"1",114,1980,12,1,14,61,"165449676005287488","195989125409701600","201523152783806464","216867755168131552","237368859608199328","267796604688069504","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",367,171,"NaN"
"1",114,1980,12,1,19,31,"165449676005287488","195989125409701600","201523152783806464","216867755168131552","237368859608199328","267796604688069504","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",367,171,"NaN"
"1",114,1980,17,?,2,41,"176940412037108320","195989125409701600","208650044510028992","229109973771628160","246273830535844160","259060900280288608","283434613164984288","304075516466593472","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",295,206,"NaN"
"1",114,1980,8,?,13,61,"165271342959404480","195989125409701600","212114442786667424","221717663651288992","244977795434229536","263275082200479904","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",393,171,"NaN"
"1",114,1980,8,?,26,30,"165271342959404480","195989125409701600","212114442786667424","221717663651288992","244977795434229536","263275082200479904","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",393,171,"NaN"
"1",115,1980,16,1,17,31,"174670763064069888","195989125409701600","210657722892352512","219274393520411776","244830763412166368","257233231765446016","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",394,171,"NaN"
"1",115,1980,16,1,18,25,"174670763064069888","195989125409701600","210657722892352512","219274393520411776","244830763412166368","257233231765446016","283434613164984288","304075516466593472","322817322149739584","330843234068677696","358118711995039424","376133110504521408","394147509014003392",394,161,"NaN"
"1",115,1980,16,1,20,30,"174670763064069888","195989125409701600","210657722892352512","219274393520411776","244830763412166368","257233231765446016","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",394,171,"NaN"
"1",115,1980,16,1,23,70,"174670763064069888","195989125409701600","210657722892352512","219274393520411776","244830763412166368","257233231765446016","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",394,171,"NaN"
"1",116,1980,29,?,15,20,"166121070523870464","195989125409701600","216072938498847424","229942962517530688","246273830535844160","269114715191470976","283434613164984288","304075516466593472","322817322149739584","340567564822133568","348398750218085376","366413148727567360","384427547237049344",339,306,"NaN"
"1",116,1986,12,?,18,38,"175838401592069504","195989125409701600","206479453287282368","232766528997615072","246273830535844160","267734321051653440","272353944632959808","294355554689639424","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",342,206,"NaN"
"1",117,1980,9,2,23,31,"172147646384022624","195989125409701600","210888277499019040","216643955474241600","240191653185425376","268856150826449216","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",386,171,"NaN"
"1",117,1980,9,2,6,30,"172147646384022624","195989125409701600","210888277499019040","216643955474241600","240191653185425376","268856150826449216","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",386,171,"NaN"
"1",118,1980,18,?,12,30,"164267338524772480","195989125409701600","209349409380120768","227909626407301472","244371241460859776","263828232735071008","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",373,171,"NaN"
"1",118,1980,18,?,9,15,"164267338524772480","195989125409701600","209349409380120768","227909626407301472","244371241460859776","263828232735071008","283434613164984288","304075516466593472","322817322149739584","338368761096428544","348398750218085376","366413148727567360","384427547237049344",373,3,"NaN"
"1",118,1980,23,2,7,31,"173676479133395488","195989125409701600","206196846374803616","224211244884285600","243567630903990368","253687444101280768","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
"1",118,1980,30,?,5,38,"176832675335412096","195989125409701600","202052937733169184","228711727358090720","238301249925067680","264969876814526432","283434613164984288","304075516466593472","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",341,206,"NaN"
"1",119,1980,20,2,22,26,"163068674318444672","195989125409701600","201329370172589888","220363271459761984","239804817681081632","268200183766087552","283434613164984288","304075516466593472","322817322149739584","330843234068677696","358118711995039424","376133110504521408","394147509014003392",393,161,"NaN"
"1",119,1980,20,2,36,61,"163068674318444672","195989125409701600","201329370172589888","220363271459761984","239804817681081632","268200183766087552","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",393,171,"NaN"
"1",119,1986,74,?,0,6,"176391830544747296","195989125409701600","214179778205878336","220859183100316224","239091034794896544","265877437787538912","272353944632959808","294355554689639424","322817322149739584","338396231123685888","344177108331154112","366413148727567360","384427547237049344",295,65,"NaN"
"1",119,1986,74,?,14,17,"176391830544747296","195989125409701600","214179778205878336","220859183100316224","239091034794896544","265877437787538912","272353944632959808","294355554689639424","322817322149739584","328598610927008384","358118711995039424","366413148727567360","384427547237049344",295,206,"NaN"
"1",119,1986,74,?,17,22,"176391830544747296","195989125409701600","214179778205878336","220859183100316224","239091034794896544","265877437787538912","272353944632959808","294355554689639424","322817322149739584","327176087494381184","358118711995039424","376133110504521408","394147509014003392",295,108,"NaN"
"1",119,1986,74,?,18,25,"176391830544747296","195989125409701600","214179778205878336","220859183100316224","239091034794896544","265877437787538912","272353944632959808","294355554689639424","322817322149739584","324805274656848896","358118711995039424","376133110504521408","384427547237049344",295,9,"NaN"
"1",119,1986,74,?,23,26,"176391830544747296","195989125409701600","214179778205878336","220859183100316224","239091034794896544","265877437787538912","272353944632959808","294355554689639424","322817322149739584","325527819293806784","358118711995039424","366413148727567360","384427547237049344",295,23,"NaN"
"1",119,1986,74,?,4,25,"176391830544747296","195989125409701600","214179778205878336","220859183100316224","239091034794896544","265877437787538912","272353944632959808","294355554689639424","322817322149739584","331494091256860096","358118711995039424","366413148727567360","384427547237049344",295,31,"NaN"
"1",120,1970,8,?,20,24,"165223798097472064","195989125409701600","200781695686907040","234116091938012000","250013808873624480","269942310571094048","279437087237855968","304075516466593472","322817322149739584","340899173332862144","348398750218085376","366413148727567360","384427547237049344",288,20,"NaN"
"1",120,1980,9,?,16,68,"170866510596004384","195989125409701600","213822395830037504","218744047435311584","240191653185425376","268505559835211776","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
"1",120,1980,9,?,2,15,"170866510596004384","195989125409701600","213822395830037504","218744047435311584","240191653185425376","268505559835211776","283434613164984288","304075516466593472","322817322149739584","338368761096428544","348398750218085376","366413148727567360","384427547237049344",369,3,"NaN"
"1",120,1986,21,?,30,31,"167207297338305728","195989125409701600","202244038241193408","220258436750675392","244359397575705312","254866347969362784","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",393,171,"NaN"
"1",121,1980,16,1,4,15,"171273602417771648","195989125409701600","206693575460768768","224492790663479680","237368859608199328","253590354809320672","283434613164984288","304075516466593472","322817322149739584","342264682002555904","348398750218085376","376133110504521408","384427547237049344",354,515,"NaN"
"1",121,1986,28,1,10,17,"168359631806065184","195989125409701600","215821600571525184","229930005632320896","238301249925067680","257907183806389824","272353944632959808","294355554689639424","322817322149739584","328598610927008384","358118711995039424","366413148727567360","384427547237049344",308,206,"NaN"
"1",121,1986,28,1,11,13,"168359631806065184","195989125409701600","215821600571525184","229930005632320896","238301249925067680","257907183806389824","272353944632959808","294355554689639424","322817322149739584","338396231123685888","344177108331154112","366413148727567360","384427547237049344",308,65,"NaN"
"1",121,1986,28,1,15,22,"168359631806065184","195989125409701600","215821600571525184","229930005632320896","238301249925067680","257907183806389824","272353944632959808","294355554689639424","322817322149739584","327176087494381184","358118711995039424","376133110504521408","394147509014003392",308,108,"NaN"
"1",121,1986,28,1,15,25,"168359631806065184","195989125409701600","215821600571525184","229930005632320896","238301249925067680","257907183806389824","272353944632959808","294355554689639424","322817322149739584","324805274656848896","358118711995039424","376133110504521408","384427547237049344",308,9,"NaN"
"1",121,1986,28,1,20,26,"168359631806065184","195989125409701600","215821600571525184","229930005632320896","238301249925067680","257907183806389824","272353944632959808","294355554689639424","322817322149739584","325527819293806784","358118711995039424","366413148727567360","384427547237049344",308,23,"NaN"
"1",121,1986,28,1,2,25,"168359631806065184","195989125409701600","215821600571525184","229930005632320896","238301249925067680","257907183806389824","272353944632959808","294355554689639424","322817322149739584","331494091256860096","358118711995039424","366413148727567360","384427547237049344",308,31,"NaN"
"1",122,1986,17,?,0,15,"179483473624719104","195989125409701600","214904702276838944","222494727504882560","234963367278237856","256754689706454592","272353944632959808","294355554689639424","322817322149739584","338368761096428544","348398750218085376","366413148727567360","384427547237049344",366,3,"NaN"
"1",122,1986,17,?,30,38,"179483473624719104","195989125409701600","214904702276838944","222494727504882560","234963367278237856","256754689706454592","272353944632959808","294355554689639424","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",366,206,"NaN"
"1",122,1986,17,?,56,61,"179483473624719104","195989125409701600","214904702276838944","222494727504882560","234963367278237856","256754689706454592","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",366,171,"NaN"
"1",123,1980,17,?,3,70,"179181807694807936","195989125409701600","203031640628722464","219324398043259680","240191653185425376","252921123643282912","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",375,171,"NaN"
"1",123,1980,19,?,1,41,"177547006952491104","195989125409701600","206568461364387296","217770062664143584","246273830535844160","266655865407444832","283434613164984288","304075516466593472","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",293,206,"NaN"
"1",123,1980,4,?,28,61,"178026844020575136","195989125409701600","210247684319835552","221338176923337344","240191653185425376","263459925114739744","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",386,171,"NaN"
"1",124,1980,15,?,24,68,"176771462183057984","195989125409701600","199932688995347296","230122515952332800","244977795434229536","257506353918952576","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",375,171,"NaN"
"1",124,1980,15,?,51,70,"176771462183057984","195989125409701600","199932688995347296","230122515952332800","244977795434229536","257506353918952576","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",375,171,"NaN"
"1",124,1986,23,?,11,30,"164975848303281632","195989125409701600","201505506921427968","227435759762765760","244977795434229536","256011152587629600","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",372,171,"NaN"
"1",124,1986,23,?,3,15,"164975848303281632","195989125409701600","201505506921427968","227435759762765760","244977795434229536","256011152587629600","272353944632959808","294355554689639424","322817322149739584","338368761096428544","348398750218085376","366413148727567360","384427547237049344",372,3,"NaN"
"1",124,1986,23,?,51,61,"164975848303281632","195989125409701600","201505506921427968","227435759762765760","244977795434229536","256011152587629600","272353944632959808","294355554689639424","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",372,171,"NaN"
"1",125,1980,13,?,9,38,"169539297748242944","195989125409701600","199932688995347296","227954554577479520","237368859608199328","269779455472035552","283434613164984288","304075516466593472","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",322,206,"NaN"
"1",128,1980,48,2,24,38,"169780089680132640","195989125409701600","202017792901849152","228250542694335552","237368859608199328","262832779780870432","283434613164984288","304075516466593472","322817322149739584","334385939886474816","358118711995039424","376133110504521408","394147509014003392",322,206,"NaN"
"1",128,1980,6,?,20,68,"175196033475984736","195989125409701600","206946880103862400","219062988660055424","240191653185425376","267697040460888480","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
"1",128,1980,6,?,25,70,"175196033475984736","195989125409701600","206946880103862400","219062988660055424","240191653185425376","267697040460888480","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
"1",128,1980,6,?,27,30,"175196033475984736","195989125409701600","206946880103862400","219062988660055424","240191653185425376","267697040460888480","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
"1",128,1980,6,?,50,61,"175196033475984736","195989125409701600","206946880103862400","219062988660055424","240191653185425376","267697040460888480","283434613164984288","304075516466593472","322817322149739584","335240893369980352","348398750218085376","376133110504521408","384427547237049344",369,171,"NaN"
